"Date","Company","Title","Location","Description","Level","Type","Function","Industry","Link"
"2024-05-22","EY","Backend Engineer - Junior or Senior Consultant","Gambir, Jakarta, Indonesia","About EY:

EY, a global leader operating in more than 150 countries delivers unparalleled service in Consulting and assists clients to transform and upskill their capabilities.

We serve our clients to build a better working world, helping them to create long-term value for people and society and build trust in the capital markets. That starts with a culture that believes in giving you the training, opportunities, and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we work towards our ambition to be the best employer.

EY advises clients to understand, architect, select and implement bleeding-edge solutions required to efficiently run their businesses, with a focus on Digital and Cloud. These service areas span E-commerce, Solution Architecture, Mobile Applications, Digital Platform Architecture, Digital Technology Strategy, and Digital IT Operations.

The exceptional EY experience. It’s yours to build.

The opportunity:

The Digital & Emerging Technology team works collaboratively with clients to transform their business through disruptive innovation enablement and transformational design solutions. The team supports our clients in modernizing systems, processes and products to enhance business and customer-facing platforms and services to support high performance in a rapidly changing and competitive environment. Our team helps clients sustain competitive advantage and profitability by developing technology strategies, products, and solutions to stay ahead of the rapid pace of change and disruption and supporting the execution of complex transformations.

We're seeking a highly skilled and experienced Backend Engineer to join our dynamic team. In this role, you will play a crucial role in designing, developing, and maintaining scalable and high-performance backend systems. You will collaborate with cross-functional teams, including front-end developers, product managers, and QA engineers, to deliver robust and efficient solutions. While our teams primary focus is within the financial services industries, you will have opportunities to support other sectors including healthcare, automotive, high-tech, and media.

Your key responsibilities:

The goal is to support our clients to transform their business through technology. As a Backend Engineer you will be collaborate with cross-functional teams to define, design, and ship new features, identify and address performance bottlenecks in the backend systems, design and optimize database schemas, develop and maintain RESTful APIs for seamless communication between front-end and back-end systems, write unit tests and participate in code reviews, collaborate with technical writers to create user and developer documentation, and operating your team's software systems in a consistently high quality manner. When working on the systems within your team's domain, you take into account the appropriate architectural patterns, code design, and infrastructure options, ensuring that you deliver a system that is secure, reliable, maintainable, extensible and very well tested. Beyond delivery to the production system, engineers will be responsible for post deployment monitoring as well.

In addition to being trusted to operate independently, you also maintain a good partnership with your technical and non-technical stakeholders for projects that you are involved in. You take an active role in your projects as a team member involved in product design to rollout, taking ownership of your work and constantly focusing on moving these projects forward.

Being an experienced team member, you are also expected to continuously help the team grow and improve either by mentoring new or junior members of your team or by introducing and adopting process improvements.

Requirements:


Bachelor's degree (Computer Science, Computer Engineering or Mathematics) or related experience
1-3 years of Development experience
Strong knowledge of algorithms and data structures
Fluency in developing and understanding sequence diagrams, class models, etc.
Strong proficiency in programming languages such as Java, C# .Net, or Golang.
Solid understanding of database systems, both relational and NoSQL.
Strong in fundamental programming like SOLID Principle, Clean Architecture or related fundamental knowledge and practices
Experience in writing maintainable and testable code, including API design, unit testing and UI testing techniques.
Experience working in an Agile/Scrum development process.
Humble and hungry engineer. Always curious, always looking for a better way
Highly accountable and takes ownership of one's own work.


For senior software engineer:


4+ years of professional backend software development experience
Experience with Event-Driven Architecture such as Kafka or RabbitMQ
Familiarity with cloud services (e.g., AWS, Azure, Google Cloud).
Knowledge of containerization and orchestration tools (e.g., Docker, Kubernetes).
Possess excellent communication, sharp analytical abilities with proven design skills, able to think critically of the current system in terms of growth and stability
Ability to understand business requirements and translate them into technical requirements
Familiarity with modern build pipelines and tools
Identify and resolve performance and scalability issues


What we look for 

We’re interested in passionate individuals with a strong vision and a desire to stay on top of trends. If you have a genuine passion for helping businesses achieve their full potential, then these role(s) are for you. 

What We Offer


Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next
Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, on your way
Transformative leadership: We’ll give you the insights, coaching, and confidence to be the leader the world needs
Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs


If you can demonstrate that you meet the criteria above, please contact us as soon as possible.

EY is an equal opportunity, affirmative action employer providing equal employment opportunities to applicants and employees without regard to race, color, religion, age, sex, sexual orientation, gender identity/expression, national origin, protected veteran status, disability status, or any other legally protected basis, including arrest and conviction records, by applicable law.

EY is committed to providing reasonable accommodation to individuals with special needs. If you are a qualified individual with special needs and need assistance applying online or need to request an accommodation during the interview process, please speak to our HR executives, and we will be happy to help you.
Show more ","Mid-Senior level","Full-time","Engineering and Information Technology","Professional Services","https://id.linkedin.com/jobs/view/backend-engineer-junior-or-senior-consultant-at-ey-3836077520?position=11&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=bwKCQXB6CLiOr9qjA045rw%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-10","Solusi Integrasi Persada","Frontend Developer","Jakarta, Jakarta, Indonesia","Company Description: PT Solusi Integrasi Persada (Solinda) is a technology consulting, IT services and solutions company, delivering technology driven business solutions that meet strategic objectives of our clients. Job Description:

Frontend Developer
Show more ","Entry level","Full-time","Engineering and Information Technology","IT Services and IT Consulting","https://id.linkedin.com/jobs/view/frontend-developer-at-solusi-integrasi-persada-3919050873?position=12&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=yrEqgW9MSbrg7GmjixNt2A%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-30","PT Bank Neo Commerce Tbk","Software Engineer","Jakarta Metropolitan Area","PT Bank Neo Commerce Tbk, formerly PT Bank Yudha Bhakti Tbk, is an Indonesia-based company primarily engaged in the banking business. The Company operates as a technology-based bank. The Company serves customers in the Small and Medium Business (SME), Retail (Consumer), and Mass Market segments, through banking products and services embedded in an ecosystem by optimizing technology.




Summary:

We are seeking a skilled and motivated Software Engineer with a strong foundation in algorithms, programming, and data storage to join our team. While you will have the opportunity to specialize in either front-end or back-end engineering, you will be expected to collaborate across disciplines and contribute to both sides of development as needed. Your expertise will be crucial in building and maintaining high-quality applications that meet the unique demands of the banking and financial industry.




Requirements:

Strong Fundamental: Demonstrated proficiency in algorithms, data structures, object-oriented programming principles.
Industry Experience: A minimum of 3 years of hands-on software development experience in banking, finance, or a related field.
Unit Testing & Code Quality: Proven experience in unit testing and integration testing methodologies, with a focus on ensuring code robustness and maintainability.
Software Delivery: Familiarity with the entire Software Development Life Cycle (SDLC): from analysis, design, development to deployment and monitoring. Experience with modern tech stacks, application monitoring tools is essential.
Teamwork & Communication: Excellent written and verbal communication skills using Indonesian and English, with the ability to collaborate and communicate effectively with team members and members from cross-functional teams.




Additional Qualifications:

Front-End Focus: Expertise in JavaScript/TypeScript, using React/NextJS or similar modern JavaScript frameworks. Strong understanding of HTML, CSS, and responsive design principles. Experience with deployment web applications to Cloud Server.

Back-End Focus: Expertise in one or more of these programming languages: Java, Python, Go. Experience with RESTful APIs, database (SQL and NoSQL), microservices architecture, event-driven, and setting-up CI/CD to cloud platforms (Alibaba Cloud, Google Cloud).

Job Description:

Development: Design, develop, and maintain robust, scalable, and secure software applications for our banking and financial products.
Collaboration: Work closely with fellow software engineers, mobile engineers, product managers, UI/UX designers, and QA testers to deliver exceptional user/partner experiences.
Problem Solving: Analyze requirements, troubleshoot issues, and implement effective solutions to optimize application performance, quality, and responsiveness.
Code Quality: Write clean, well-documented code, and actively participate in code reviews to uphold high standards and promote knowledge sharing.
Solution Design: Contribute to analysis, design, and technical discussions, ensuring alignment with business objectives and technical best practices.
Documentation: Create clear and concise technical documentation to support the development and maintenance of software applications.

Show more ","Mid-Senior level","Full-time","Engineering and Information Technology","Banking","https://id.linkedin.com/jobs/view/software-engineer-at-pt-bank-neo-commerce-tbk-3937582371?position=13&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=238FWpkpOLixoZR5%2FL8b1A%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-30","PT Prodia Widyahusada Tbk","Back End Developer","Central Jakarta, Jakarta, Indonesia","Minimum Qualifications and Experience:

Bachelor's degree of Informatics Engineering/Computer Engineering/Information System, Min GPA 3.00 (scale 4.00)
Have a minimum of 1-2 years experience as a Java Backend Developer.
Have a good understanding of Java, OOP, and design patterns.
Have experience with Java frameworks such as Spring Boot, Spring MVC, Hibernate, and JPA.
Have experience with databases such as MySQL, PostgreSQL, and MongoDB.
Have experience with APIs and RESTful architecture.




Job Description:

Develop back-end web and/or mobile applications that is reliable, scalable, and secure.
Ensures well-structured back-end code, easily understandable, and easy to test.
Meets company quality, safety and style standards for code.
Collaborate with other teams to ensure back-end integrates well with front-end and infrastructure other.
Keep up with the latest developments in the back-end development.

Show more ","Entry level","Full-time","Information Technology","Hospitals and Health Care","https://id.linkedin.com/jobs/view/back-end-developer-at-pt-prodia-widyahusada-tbk-3937512810?position=14&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=Dmb1IGDEhg8D8iFmS9ty8A%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-03-21","UniLah. The Student App","Front End Developer","Indonesia","Responsibilities


Collaborate with cross-functional teams to design, develop, and maintain user interfaces for web and mobile applications using React Native and React.js.
Integrate front end interfaces with backend services and APIs, particularly REST APIs built with NestJS.
Implement responsive and interactive front end solutions to ensure optimal user experience across various devices and platforms.
Work closely with mobile developers to ensure seamless integration and functionality on the React Native platform.
Participate in design discussions, code reviews, and knowledge sharing sessions with team members.
Stay updated with the latest trends and advancements in front end development technologies and best practices.
Contribute to the continuous improvement of development processes and methodologies within the team


Requirements


Bachelor's degree in Computer Science, Software Engineering, or a related field.
1-3 years of professional experience in front end development.
Proficiency in React Native for mobile application development.
Strong understanding of React.js for web application development.
Experience with integrating front end interfaces with REST APIs, preferably built with NestJS.
Familiarity with GitLab for version control and ClickUp for issue tracking.
Knowledge of responsive design principles and mobile-first development approaches.
Excellent problem-solving skills and attention to detail.
Ability to work independently as well as collaboratively in a remote team environment.
Fluency in English is required
Show more ","Entry level","Full-time","Engineering and Information Technology","Higher Education","https://id.linkedin.com/jobs/view/front-end-developer-at-unilah-the-student-app-3866542435?position=15&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=qYmW7la324UDm2eINb8RYA%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-07","Qunci Indonesia","Backend Developer","Surabaya, East Java, Indonesia","Placement at IT Services (Software House)

Job Description


Provide solution and execute implementation for website development requirement (web and database) based on the agreed timeline
Design and develop scalable systems
Assess potential improvements and potential bugs in the web development
Work closely together with Front-End, Mobile and Project Manager
Explore and idetify any problems inside any problems inside the system and decide them most effetive ways to improve performance


Requirement


Fresh graduate / Entry level experince
Familiar with Gitflow
Passionate in learning new technologies
Good knowledge of Javascript (pref. NodeJs)
Knowledge of API development tool (Postman)
Knowledge of database MySQL / NoSQL
Nice to have knowledge of Ruby on Rails
Able to work with multi projects and based on projects","","","","","https://id.linkedin.com/jobs/view/backend-developer-at-qunci-indonesia-3918921004?position=16&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=HpgRi23lxOUYEsRFZcWFxw%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-29","Sayurbox","Software Development Engineer","Indonesia","Responsibilities

Software Development Engineer (or simply Software Engineer) develops software. This is done not only by writing code but also with the right design (micro) and architecture (macro), with a mindset toward operation maintainability.

Areas Of Responsibility In This Position Are


Full-stack web/mobile application development with a variety of coding languages.
Create consumer products and features using an internal programming language.
Work closely with our Product Manager and Product Design teams to define feature specifications and build the next generation of products leveraging frameworks such as React & React Native.
Work closely with operations and infrastructure to build and scale back-end services.
Build report interfaces and data feeds.
Turn design into code.


Requirements


Understanding of Java, ReactJS, HTML, CSS, or other relevant coding languages.
Knowledge of building large-scale infrastructure applications.
Excellent problem-solving skills.
Experience in working on large-scale applications.
Understanding of performance optimization at the application level.
Good understanding of relational databases and MySQL.
Show more ","Entry level","Full-time","Engineering and Information Technology","Transportation, Logistics, Supply Chain and Storage","https://id.linkedin.com/jobs/view/software-development-engineer-at-sayurbox-3933492822?position=17&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=GbMem3IOGemeX8ik5cc6vg%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-13","Argus Labs","Software Engineer (Junior/Fresh Graduate)","Pontianak, West Kalimantan, Indonesia","Argus Labs is building the next generation of massively multiplayer online (MMO) games by empowering players with the extensive freedom to build, extend, and influence the game worlds they inhabit. Our approach is centered around World Engine, our state-of-the-art onchain game server framework.

World Engine leverages a novel sharded rollup blockchain architecture, which allows games to use smart contracts for user-generated content (UGC) while scaling to tens of thousands of concurrent users without compromising performance. To date, World Engine is the most performant blockchain designed from the ground up for games and has been used in production for games like Dark Frontier, processing 700K+ player transactions within a week.

Backed by the best

We raised $10 million in seed funding led by Haun Ventures ($1.5B crypto fund led by former a16z GP, Katie Haun) with participation from influential angel investors in tech and gaming such as Elad Gil and Balaji Srinivasan (ex-Coinbase CTO).

Learn About Who We Are And Our Technology


https://argus.gg
https://world.dev
https://twitter.com/ArgusLabs_


About The Role

Argus Labs hires a highly competitive cohort of junior/fresh graduates based in Indonesia. The role doesn't expect you to have prior working experience in software engineering; we are here to show you the ropes through our engineering team distributed across Silicon Valley and Indonesia. We pay above-market salary for competitive applicants.

Responsibilities


Contribute to World Engine core protocol engineering.
Participate in research engineering efforts on domains including but not limited to: compilers/interpreters and applied cryptography.
Design, develop, and maintain the web platform product suite, ensuring its scalability, reliability, and performance.
Collaborate with product managers, designers, and other engineers to define and implement new features and improvements.
Ensure code quality through code reviews, testing, and automation.
Participate in the entire software development lifecycle, from requirements gathering to deployment and maintenance.


Requirements


This is a fresh graduate role; while no work experience is needed, we highly index on past demonstration of software engineering capabilities such as:
Highly technical personal projects (compilers/interpreters, P2P, byzantine fault-tolerant distributed system, cryptography, etc)
Competitive programming competitions (OSN, IOI, ICPC, USACO, Google Code Jam, etc)
Capture-The-Flag competitions (GEMASTIK, DEFCON, PicoCTF, etc)
Other related competitions/contests (Intel ISEF, Google Code-in, Google Summer of Code, etc)
Computer Science (or other relevant technical degree) from reputable local or international universities.
Fluent in both spoken and written English.

Nice to have


Prior experience in Go
Prior experience in Blockchain engineering
Prior experience in applied cryptography


Perks & benefits

For full-time employees


A note for the game industry veterans: no crunch :-)
Flexible PTO (2 weeks required) + holidays
100% employer-covered medical, dental, and vision insurance (US)
401k (US)
Up to $1500 desk set-up stipend
Company retreats


We’re an equal-opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status.
Show more ","Entry level","Full-time","Engineering and Information Technology","Computer Games","https://id.linkedin.com/jobs/view/software-engineer-junior-fresh-graduate-at-argus-labs-3837014399?position=18&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=347SuqHrU1wMBmKw4g7IqQ%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-03-14","Fintopia Indonesia","Software Engineer (Backend)","Jakarta, Jakarta, Indonesia","Responsibilities


Work across the full stack, building highly scalable distributed solutions that enable positive user experiences and measurable business growth
Develop new features and infrastructure development in support of rapidly emerging business and project requirements
You will champion best practices like writing clean and reusable code using practices like TDD, SOLID principles, OO design, and pair programming
Ensure application performance, uptime, and scale, maintaining high standards of code quality and thoughtful application design
Another task as assigned


Requirements


1-5 years work experience
Experience in P2P business preferred
In-depth knowledge of Java, J2EE and related java technologies
Familiar with more than one database. Preferable: MySQL, Redis, Mongo.
Bachelor degree in computer science or a related field.
The ability to think logically
Excellent listening and questioning skills, combined with the ability to interact confidently with clients to establish
Show more ","Entry level","Full-time","Engineering and Information Technology","Financial Services","https://id.linkedin.com/jobs/view/software-engineer-backend-at-fintopia-indonesia-3855570860?position=19&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=tuwAgzXtEsmLgE78jNOSUQ%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-03-12","PT Astra International Tbk","Frontend Developer PWA","Jakarta Metropolitan Area","Deskripsi Pekerjaan


Mengembangkan antarmuka pengguna (UI/UX) responsif dan interaktif menggunakan ReactJS, memastikan tampilan dan pengalaman pengguna yang optimal dalam platform penjualan mobil bekas.
Berkolaborasi dengan tim pengembangan untuk merancang dan mengimplementasikan fitur-fitur baru serta melakukan perbaikan pada website dengan memanfaatkan teknologi ReactJS secara efisien.
Memastikan integrasi yang lancar antara frontend dengan backend perusahaan untuk menyediakan pengalaman pengguna yang mulus dan konsisten pada seluruh laman website.
Menganalisis dan memperbaiki masalah yang mungkin muncul pada aplikasi ReactJS, serta mengoptimalkan kinerja website agar dapat berjalan dengan cepat dan efisien./


Persyaratan


Gelar Sarjana dari jurusan Teknik Informatika/Sistem Informasi/Teknik Komputer/Manajemen Informatika atau bidang terkait dari universitas terkemuka dengan IPK minimal 3,00.
Minimal 3 tahun pengalaman kerja secara keseluruhan dan pengetahuan mengenai pengembangan frontend dan programming.
Memiliki kompetensi dalam Programming Language (Javascript), Javascript Development Framework (ReactJS, NodeJS), Performance Optimization, Website application architecture.
Kemampuan interpersonal, analisis, dan komunikasi yang kuat.
Bersedia bekerja di kantor (lokasi: Jakarta)
Show more ","Entry level","Full-time","Engineering and Information Technology","Automation Machinery Manufacturing","https://id.linkedin.com/jobs/view/frontend-developer-pwa-at-pt-astra-international-tbk-3853871220?position=20&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=xiHXrNawz3pWFUvUvAyQ%2FA%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-04-26","PT Kaleb Makmur Adhigana","Junior Fullstack Developer","Jakarta, Jakarta, Indonesia","Responsibilities


Focus on back-end, front end and software development.
Proficiency in object-oriented programming (OOP) required.
Transform TRD to ERD with DB Diagram.
Collaborate closely with front-end developers for integrated application functionality.
Can learn a new things and adapt the stack technologies
Strong problem solving in software development


Requirements


Have expertise in ExpressJS, NextJS, MongoDB, PostgreSQL, ReactJS
Have experience in develop with MERN & PERN Framework
Strong proffcient in Javascript (Not only PHP)","","","","","https://id.linkedin.com/jobs/view/junior-fullstack-developer-at-pt-kaleb-makmur-adhigana-3910028715?position=21&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=QumesFj3HkErbvTJBl%2BIOg%3D%3D&trk=public_jobs_jserp-result_search-card"
"2023-12-06","Wings Group Indonesia (Sayap Mas Utama)","IT ABAP Developer","East Jakarta, Jakarta, Indonesia","Responsibilities


Design, develop, and modify SAP custom programs or applications
Assist all level of testing, problem solving, and bug fixing
Collaborate with IT manager and system development specialist on any projects, issues, etc
Performance tuning of program


Requirements


Candidate must possess at least Bachelor's Degree in Computer Science/Information Technology or equivalent.
Having experienced in SAP ABAP field at least 2 years (junior) and 4 years (senior) in consultancy or manufacture
Having knowledge of relational database
For senior position : Advanced ABAP Skills (Data Interce (RFC, BAPI, IDOCS, BDC), Enhacement (User exits, BADI, Enhacement Point), optional workflow)
For junior position : Having knowledge ABAP Skills (ABAP Dictionary, Reports, forms, function, dialogue program (screen))
Adding Value SAP HANA
Adding Value OOP ABAP Skills, Odata (Protocol Rest API)
Show more ","Entry level","Full-time","Engineering and Information Technology","Consumer Goods","https://id.linkedin.com/jobs/view/it-abap-developer-at-wings-group-indonesia-sayap-mas-utama-3779659680?position=22&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=7fLnvqkxWBCH%2BQNQyADEZA%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-31","PT. Erajaya Swasembada, Tbk.","Frontend Developer","Jakarta, Indonesia","The ideal candidate will be responsible for designing, developing, testing, and debugging responsive web and mobile applications for the company. Using ReactJS with NextJs Framework, this candidate will be able to translate user and business needs into functional frontend design.

Responsibilities

Designing, developing, and testing UI for mobile and web applications
Build reusable code and libraries for future use
Accurately translate user and business needs into functional frontend code




Qualifications

Bachelor's degree or equivalent in Computer Science
Min 1 years' experience in frontend development, develop with ReactJS with NextJs Framework.
Familiarity using Scrum/Agile development methodologies
Experience building object oriented web applications in JavaScript, HTML5, and CSS3
Show more ","Entry level","Full-time","Information Technology","Retail","https://id.linkedin.com/jobs/view/frontend-developer-at-pt-erajaya-swasembada-tbk-3937807279?position=23&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=sMMiZ9aa9JFFIUbetU3Y2Q%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-02-16","PT. Metrodata Electronics Tbk.","Oracle Developer (Freshgraduate)","Jakarta, Jakarta, Indonesia","Responsibilities


Design, Develop, Analyze, troubleshooting related Web Development.
Involved in all aspects of the development lifecycle, including development, Testing, UAT, deployment, warranty, and post-warranty bug fixes.
Conduct analysis and problem solving of application accuracy, application dependency, reporting and technical function.


Requirements


Fresh graduate very welcome.
Bachelor/Master degree in Computer Science or Informatics Engineering or equivalent with minimum GPA 3.00.
Have basic knowledge in Basic Programing (C++, C#, Java) & SQL (MySQL or Oracle PL/SQL)
Have basic knowledge in Web Programing (HTML, CSS, Javascript) and Mobile Programming would be an advantage.
Able to speak and write in English and Bahasa Indonesia.
Able to work in team, fast learner, creative, self motivated and communicative.
Able to work with minimum supervision
Willing to travel to customer site in Jakarta / outside Jakarta for certain period.
Show more ","Entry level","Full-time","Information Technology","Information Technology & Services","https://id.linkedin.com/jobs/view/oracle-developer-freshgraduate-at-pt-metrodata-electronics-tbk-3832040023?position=24&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=bzA3mYaEURFCK3F%2FD852Mg%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-01","Bumi Amartha Teknologi Mandiri","Front End Developer","Jakarta, Jakarta, Indonesia","This is a contract position for a Front End Developer (ReactJS) located in Tangerang. The Front End Developer will be responsible for coding, testing, and maintaining web applications using ReactJS. The developer will work closely with the project team to create and implement web design and user experience enhancements.

Minimum Qualifications


Bachelor's degree in Computer Science or related field
Proven work experience as a Front-end developer minimum 2 years
In-depth understanding of the entire web development process (design, development and deployment)
Familiar with Clean Code and Redux
Familiar with Agile or Waterfall Methodology
Willing to work in Banking Industry (on-site Alam Sutera, Tangerang
Show more ","Entry level","Contract","Engineering and Information Technology","IT Services and IT Consulting","https://id.linkedin.com/jobs/view/front-end-developer-at-bumi-amartha-teknologi-mandiri-3915547622?position=25&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=amEGQPiqHgUZlg8mb%2BfCMg%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-03-14","PT Astra International Tbk","Full Stack Developer","Jakarta Metropolitan Area","Deskripsi Pekerjaan


Merancang, mendesain, mengembangkan dan memodifikasi situs web.
menganalisa kebutuhan pengguna untuk penerapan konten, grafis, fitur kerja, dan kapasitas pada sebuah situs web internet/intranet/extranet.
Mengintegrasikan situs web dengan aplikasi komputer lainnya.


Persyaratan


Pendidikan minimal D3/S1 Teknik Informatika, teknik komputer, manajemen informatika, sistem informasi, Ilmu komputer, teknologi informatika dan jurusan yang berhubungan.
Menguasai .NET dan .NET core framework dengan bahasa pemrograman C#
Menguasai java script (Bootstrap/Angular/React/Telerik)
Menguasai .NET Authorization an authentication
Menguasai Entity Framework dan CQRS Pattern
Menguasai database MySQL
Terbiasa dengan DevOps tools (Git/Azure Devops)
Memahami Development di Azure Cloud Environment
Teamwork, analisa dan komunikasi yang baik
Show more ","Entry level","Full-time","Engineering and Information Technology","Automation Machinery Manufacturing","https://id.linkedin.com/jobs/view/full-stack-developer-at-pt-astra-international-tbk-3857184803?position=26&pageNum=0&refId=YxykBs%2BX5bDpru7Qko3SvQ%3D%3D&trackingId=RY9%2BU5V89JkmOyuOhk4Gfg%3D%3D&trk=public_jobs_jserp-result_search-card"
